model,start,end,n_days,total_return,annual_return,max_drawdown,sharpe_ratio
iTransformer_main_official,2024-03-13,2025-02-05,216,0.0677656444977869,0.0858599070481356,0.1700822402010683,0.3139507064271335
SignalOnly_NoModel_same_window,2024-03-13,2025-02-05,216,-0.08125560104502616,-0.09343013584688631,0.20878670326452456,-0.49933872400291646
