total_return,annual_return,max_drawdown,sharpe_ratio,sortino_ratio,win_rate,profit_loss_ratio,total_trades,annual_volatility
0.06776564449778699,0.08585990704813562,0.1700822402010683,0.3139507064271335,0.5079776215410085,0.5111111111111111,1.5670228465578542,180,0.34723017619038027
