date,stock_code,action,shares,price,cost,cash_after,proceeds,profit,profit_pct
2024-04-26,000100.SZ,SELL,100,4.782776830952255,,161314.05391582308,477.6559221072017,7.16944167807651,0.015238358542284457
2024-04-26,000001.SZ,BUY,6500,9.201965217559298,59830.84095582044,101483.21296000265,,,
2024-04-26,002460.SZ,BUY,1100,33.203392922833125,36535.09825170388,64948.11470829877,,,
2024-04-29,600436.SH,BUY,100,228.71604625792435,22878.87876135169,42069.23594694708,,,
2024-04-29,600309.SH,SELL,200,87.92879372186592,,59632.13320495258,17562.897258005498,2688.8673721706855,0.1807759828915909
2024-04-29,603288.SH,BUY,500,37.8770973866936,18945.227443339292,40686.90576161329,,,
2024-04-29,002466.SZ,BUY,300,39.2919289335394,11792.135580124677,28894.770181488617,,,
2024-04-30,601888.SH,BUY,100,71.73424562160297,7176.66075271329,21718.109428775326,,,
2024-04-30,000725.SZ,BUY,1800,4.278153596698113,7703.1088844935375,14015.00054428179,,,
2024-04-30,600016.SH,BUY,1500,3.4503132994696997,5177.039617766602,8837.960926515188,,,
2024-05-06,600436.SH,SELL,100,235.3298138177976,,32340.34943249863,23502.388505983443,630.7838801910075,0.02757934524102734
2024-05-06,300014.SZ,BUY,300,37.75849230426029,11331.169783880194,21009.17964861844,,,
2024-05-07,601377.SH,SELL,200,5.3256009397024275,,22072.9151803146,1063.735531696163,-53.245642931871316,-0.04766923932232129
2024-05-07,000725.SZ,SELL,1800,4.338154554834905,,29871.44209735912,7798.526917044516,97.85044298791308,0.012706733404210515
2024-05-07,000651.SZ,BUY,200,37.8078407838646,7564.913733779159,22306.52836357996,,,
2024-05-07,600009.SH,BUY,200,36.507529387417215,7304.004190358295,15002.524173221665,,,
2024-05-08,600887.SH,BUY,200,25.549141108997546,5111.508492197768,9891.015681023899,,,
2024-05-09,600196.SH,SELL,15400,23.75885792148367,,375301.7753362843,365410.7596552604,-7082.495288352773,-0.01901375446227851
2024-05-09,601318.SH,BUY,3600,38.472579957865165,138543.32133922787,236758.45399705644,,,
2024-05-09,002074.SZ,SELL,200,19.280085986478184,,240609.4583719956,3851.0043749391525,-147.74496740872655,-0.0369477941125406
2024-05-09,300413.SZ,BUY,3900,22.490620406085625,87740.3676456584,152869.0907263372,,,
2024-05-10,600585.SH,BUY,2500,22.35358022723557,55901.07178082556,96968.01894551163,,,
2024-05-10,601601.SH,BUY,1300,25.91514601769911,33700.55016157126,63267.46878394038,,,
2024-05-10,000776.SZ,SELL,100,12.44570655722443,,64510.421497810385,1242.9527138700037,40.25978747973568,0.033474702142441616
2024-05-10,600031.SH,BUY,1400,16.59719604478697,23243.299576980553,41267.12192082983,,,
2024-05-10,002475.SZ,BUY,500,29.14987923572931,14579.561501661294,26687.560419168534,,,
2024-05-13,600346.SH,SELL,2100,15.234158834586466,,58637.70471818169,31950.144299013158,6755.0822284722235,0.2681113548980113
2024-05-13,601688.SH,BUY,1600,13.064862676056336,20910.347656508013,37727.357061673676,,,
2024-05-13,002007.SZ,SELL,100,18.506586078362158,,39575.60981331971,1848.2527516460286,77.7500784197673,0.04391412653339227
2024-05-13,000895.SZ,BUY,600,24.42395516358552,14658.805533979747,24916.80427933996,,,
2024-05-13,000651.SZ,SELL,200,38.53699700017486,,32614.184060154887,7697.379780814926,135.81162404200586,0.01796077496443102
2024-05-13,000100.SZ,BUY,2600,4.549332083488236,11831.916178925143,20782.267881229745,,,
2024-05-13,300014.SZ,SELL,300,36.915397071113766,,31842.48999770614,11060.222116476394,-267.3255748016927,-0.0235995982614601
2024-05-13,002603.SZ,BUY,600,18.998345719816797,11402.573764643968,20439.91623306217,,,
2024-05-14,300347.SZ,BUY,100,58.20617721944873,5822.906975792609,14617.009257269561,,,
2024-05-15,600276.SH,SELL,200,44.245734771747586,,23454.652320578425,8837.643063308862,-497.67292526356505,-0.053310774468992565
2024-05-15,600196.SH,BUY,300,23.170672377558663,6953.828615083632,16500.823705494793,,,
2024-05-15,601607.SH,BUY,300,17.896274711684917,5370.730492222036,11130.093213272758,,,
2024-05-15,000725.SZ,BUY,900,4.2487167600235844,3825.091645329189,7305.001567943569,,,
2024-05-15,000568.SZ,SELL,300,164.5605226807933,,56608.979768336045,49303.97820039248,-1459.7372447894304,-0.02875552413742752
2024-05-15,000538.SZ,BUY,400,52.3955352979049,20964.554278449963,35644.42548988608,,,
2024-05-15,600050.SH,BUY,3000,4.33033806875577,12995.006352676946,22649.419137209137,,,
2024-05-15,002466.SZ,SELL,300,36.75237027464035,,33660.79679519413,11011.377657984996,-776.2010220768243,-0.06584906392945099
2024-05-16,600183.SH,SELL,8500,19.46370111232279,,198887.18235264666,165226.38555745254,19569.401893330418,0.13435265100955612
2024-05-16,000895.SZ,SELL,600,23.40934798237002,,212914.53185064244,14027.349497995763,-627.0236001555495,-0.0427874734699262
2024-05-16,600104.SH,BUY,5600,13.946184341540546,78122.47856550403,134792.0532851384,,,
2024-05-17,000063.SZ,SELL,1400,27.115469413346585,,172704.36030949134,37912.30702435294,-1212.139653499209,-0.030981643356642944
2024-05-20,002007.SZ,BUY,3400,18.911116898164487,64317.14020041492,108387.22010907641,,,
2024-05-22,601100.SH,BUY,700,51.44017749901999,36020.26352903759,72366.95658003882,,,
2024-05-22,000651.SZ,BUY,700,36.8243230132977,25785.131149070334,46581.825430968485,,,
2024-05-22,002460.SZ,SELL,1100,34.27704437024251,,84237.55806478579,37655.73263381731,1132.0004187008744,0.03099355816195483
2024-05-23,600600.SH,BUY,300,79.81366912784135,23953.53527574115,60284.02278904464,,,
2024-05-23,601628.SH,BUY,700,31.64247752341311,22156.48602748023,38127.536761564406,,,
2024-05-23,002603.SZ,SELL,600,18.09329611879692,,48969.401661869895,10841.864900305492,-557.1425315845863,-0.0488764074340292
2024-05-24,002352.SZ,BUY,500,36.10845636870173,18059.712717159,30909.688944710895,,,
